reviewer_name,review_content,full_review_link,rating,review_time_information,reply_from_owner,reply_text
Robert Balcerzak,Very nice hotel friendly staff excellent food. (Übersetzt von Google) &,https://goo.gl/maps/hhg65pJoiEyHJQRo7,5,vor 4 Jahren,True,Thanks Robert for your positive feedback (Übersetzt von Google) Danke Robert für Ihr positives Feedback
Marty Ez,Best spa hotel club in the world Love Aufguss  (Übersetzt von Google &,https://goo.gl/maps/PStobuXx3FmDfALn9,5,vor 3 Jahren,True,Lieber Marty wir danken Ihnen für die hervorragende Bewertung unseres Clubs. Wir freuen uns sehr dass Ihnen unsere Einrichtungen so großartig gefallen. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Kontaktnummer/ Email zur Verfügung : +49 30 8906888 0/ berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Conor Mc Nally,rip-off (Übersetzt von Google) Abzocke,https://goo.gl/maps/mh4yJZrMNSZNX8at8,1,vor 9 Monaten,False,
Kyle Zaback,Only used the workout facilities and they were fantastic. (Übersetzt von Google) &,https://goo.gl/maps/ata1bPixKcarsYY49,4,vor 4 Jahren,False,
Martina Freundorfer,Very chic and expensive Place but worth The Money spent (Übersetzt von Google) &,https://goo.gl/maps/ahkDER1Pz7mqrusP8,5,vor 4 Jahren,True,Thank you Martina for your kind feedback We are looking forward to welcoming you back at Aspria soon (Übersetzt von Google) Danke Martina für dein nettes Feedback Wir freuen uns Sie bald wieder bei Aspria begrüßen zu dürfen
Pascal Hartig,Great gym decent hotel rooms. (Übersetzt von Google) &,https://goo.gl/maps/obbLAZE9kGEw1PTs9,4,vor 5 Jahren,True,Thank you for your review. We are looking forward to welcoming you again soon. (Übersetzt von Google) Vielen Dank für Ihre Bewertung. Wir freuen uns Sie bald wieder begrüßen zu dürfen.
Luis Eduardo Braschi Glave,(Übersetzt von Google) Gutes Fitnessstudio komplettes aufmerksames und freundliches Personal. &,https://goo.gl/maps/tfUvrJ5byXSi74Tg7,5,vor 5 Jahren,False,
Go With The Flo,My favorite hotel in Germany... Possibly Europe (Übersetzt von Google) &,https://goo.gl/maps/JAE6ewMnp1SMM4mJ8,5,vor 2 Jahren,True,Thank you for your excellent rating of our Club. We are delighted to see that you have enjoyed our hotel that much. If you wish to share more detail about your experience or have any other questions we would love to hear from you on resbe aspria.de/ +49 30 8906888 68. We look forward to seeing you in the Club very soon again. Best regards Your Aspria team (Übersetzt von Google) vielen Dank für Ihre hervorragende Bewertung unseres Clubs. Wir freuen uns zu sehen dass Ihnen unser Hotel so gut gefallen hat. Wenn Sie weitere Einzelheiten über Ihre Erfahrungen mitteilen möchten oder weitere Fragen haben würden wir uns freuen von Ihnen unter resbe aspria.de/ +49 30 8906888 68 zu hören. Wir freuen uns Sie bald wieder im Club zu sehen. Mit freundlichen Grüßen Ihr Aspria-Team
Gi Lita,Relax and peace in Kudamm. Really good the relax area and the hamam (Übersetzt von Google) &,https://goo.gl/maps/y9E99JqE29D2UMLh8,4,vor 4 Jahren,False,
Steph L,Beautiful hotel careful the spa area is nudist. (Übersetzt von Google) &,https://goo.gl/maps/nnKHxi2wWbKSMkom8,4,vor 6 Jahren,False,
Mykhaylo Solovyanov,(Übersetzt von Google) Alles anständig aber kein Super-Duper (Original) &,https://goo.gl/maps/h9huqasn7rT6kPnD6,4,vor 4 Jahren,False,
Davide Fatigati,(Übersetzt von Google) Modern einladend und komfortabel (Original) &,https://goo.gl/maps/xLsAC76MwNx8hPE46,5,vor 3 Monaten,True,(Übersetzt von Google) Lieber David Vielen Dank für die hervorragende Bewertung unseres Clubs. Wenn Sie mehr Details über Ihre Erfahrungen mitteilen möchten. Wir können es kaum erwarten Sie wieder in unserem Club begrüßen zu dürfen. Im Hinblick auf Aspria-Team (Original) Gentile Davide Grazie per l'eccellente recensione del nostro Club. Se desidera condividere maggiori dettagli sulla sua esperienza. Non vediamo l'ora di riaccoglierla nel nostro Club. Cordialmente Aspria Team
OLGA,(Übersetzt von Google) Blick aus dem Fenster Schmutz auf der Straße in der Nähe des Hotels. &,,7,vor 4 Jahren,False,
OLGA,(Übersetzt von Google) Blick aus dem Fenster Schmutz auf der Straße in der Nähe des Hotels. &,,7,vor 4 Jahren,False,
Alain S.,Best fitness club in west Berlin. (Übersetzt von Google) Bester Fitnessclub Westberlins.,https://goo.gl/maps/VBsSuNPytXodtTUN8,4,vor 6 Jahren,False,
Elika Rose,so pretty clean and organized L (Übersetzt von Google) so ziemlich sauber und organisiert &,https://goo.gl/maps/4QfTmdnqVZEnsnBS9,5,vor 4 Jahren,True,Thank you Elika for your kind words (Übersetzt von Google) Danke Elika für deine netten Worte
Elisa Ferrari,(Übersetzt von Google) Das beste Fitnessstudio und Spa in Berlin (Original) &,https://goo.gl/maps/onoLxhxmvCbgpX2P6,5,vor 4 Jahren,True,(Übersetzt von Google) Danke Natalia <3 (Original) Gracias Natalia <3
Martin Voß,Top Gym (Übersetzt von Google) Top Fitnessstudio,https://goo.gl/maps/Mmsegodk8G15y3bA9,5,vor 4 Jahren,False,
Moreno Karla,(Übersetzt von Google) Süß..Entspannend..Gesund (Original) Lindo..Relajante..Saludable,https://goo.gl/maps/qKPckzoGxvAnMBRC9,5,vor 2 Jahren,False,
Frank Groeger,Very Good and frendly (Übersetzt von Google) Sehr gut und freundlich,https://goo.gl/maps/95gA1SHAQJ3N4XJB7,4,vor 5 Jahren,True,Dear Frank We are delighted that you have chosen to review our Club Aspria Berlin Ku'damm. This will encourage us to continue to improve what we do for the benefit of our members. Thank you very much and we hope to see you very soon again in the Club. (Übersetzt von Google) Lieber Frank Wir freuen uns dass Sie sich für eine Überprüfung unseres Club Aspria Berlin Ku'damm entschieden haben. Dies wird uns ermutigen das was wir zum Vorteil unserer Mitglieder tun weiter zu verbessern. Vielen Dank und wir hoffen Sie bald wieder im Club zu sehen.
Nauris Kekstas,Proper posh not to my liking (Übersetzt von Google) &,https://goo.gl/maps/UEwsAYNNfgXV5pLN9,4,vor 4 Jahren,False,
Niccolò Bonini,(Übersetzt von Google) Schönes Hotel (Original) Nice hotel,https://goo.gl/maps/QcaULfzJZpHCPaAC6,4,vor einem Jahr,False,
  ),(Übersetzt von Google) Ausgezeichnetes Hotel. (Original) B;8G=K9 >B5;L.,https://goo.gl/maps/6WembHArQX5o9Ze36,4,vor 9 Jahren,False,
Nullum Nomen,,https://goo.gl/maps/ao2deem4SHoZMmjS9,4,vor 4 Monaten,True,Herzlichen Dank für die wunderbaren 4 Sterne. Wir freuen uns herzliche Grüße Sandra Schmalzried General Manager Aspria Berlin
kamal thati,Best fitness studio (Übersetzt von Google) Bestes Fitnessstudio,https://goo.gl/maps/tLooaqchwADHaYL37,5,vor 3 Jahren,True,"""Dear kamal thati Thank you for your excellent rating of our Club. We are delighted to see that you have enjoyed our Club. If you wish to share more detail about your experience or have any other questions we would love to hear from you via Phone: +49 30 8906888 0 or mail: berlin_mail aspria.de. We look forward to seeing you in the Club very soon again. Best regards Your Aspria Team (Übersetzt von Google) Lieber Kamal Thati vielen Dank für Ihre hervorragende Bewertung unseres Clubs. Wir freuen uns zu sehen dass Ihnen unser Club gefallen hat. Wenn Sie weitere Einzelheiten über Ihre Erfahrungen mitteilen möchten oder sonstige Fragen haben würden wir uns freuen von Ihnen zu hören. Telefon: +49 30 8906888 0 oder E-Mail: berlin_mail aspria.de. Wir freuen uns Sie bald wieder im Club zu sehen. Mit freundlichen Grüßen Ihr Aspria-Team"
Mihriban Celik,Snobbar,https://goo.gl/maps/v9rFDbsAgbLpdfx29,1,vor 3 Jahren,False,
Graciela Pagenkopf,(Übersetzt von Google) Der perfekte Ort. (Original) El lugar perfecto.,https://goo.gl/maps/rGxtkbrSx9RGb6vm9,5,vor 2 Jahren,True,Thanks (Übersetzt von Google) Vielen Dank
Ivan Kalfa,Perfekt,https://goo.gl/maps/sa1WLdSKRarohXibA,5,vor 5 Jahren,True,Lieber Herr Kalfa wir freuen uns sehr dass Sie sich bei uns wohlfühlen und natürlich auch über die tolle Bewertung. Vielen Dank und bis bald Ihr Aspria Team
WannaBe UG,Perfect gym (Übersetzt von Google) Perfektes Fitnessstudio,https://goo.gl/maps/vVdZwZGGVcMpYEBu8,5,vor 3 Jahren,True,Lieber WannaBe UG wir danken ihnen herzlichst für die hervorragende Bewertung unseres Clubs. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Email zur Verfügung: berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Orok 85,Top (Übersetzt von Google) oben,https://goo.gl/maps/afeYk7r5BN6qZb2t7,5,vor 5 Jahren,False,
Motoki Tonn,Top (Übersetzt von Google) oben,https://goo.gl/maps/4uvAptXxABhhnsK66,4,vor 5 Jahren,True,Vielen Dank bis bald im Club
P1nar Küçüktepe,,https://goo.gl/maps/HwByw2WbugD8tX5Y8,4,vor 6 Monaten,True,Herzlichen Dank für deine Zeit eine Bewertung abzugeben. Wir freuen uns über die 4 Sterne und arbeiten weiter hart am 5. Herzliche Grüße Sandra Schmalzried General Manager Aspria Berlin
Burlan Elena,(Übersetzt von Google) Sie zufriden ) (Original) Sher zufriden &,https://goo.gl/maps/15ppMcR2ShHaXZeT9,5,vor einem Jahr,False,
Sara Spedicato,Clean and simple (Übersetzt von Google) Sauber und einfach,https://goo.gl/maps/x8tsivr5tGKen8bj6,4,vor 3 Jahren,True,Liebe Sara Spedicato vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
!5@359 5@<0=>28G,(Übersetzt von Google) Toller Komplex (Original) B;8G=K9 :><?;5:A,https://goo.gl/maps/5Svg2oEBTEgwpUng7,5,vor 3 Jahren,True,Lieber Serge wir danken Ihnen für die hervorragende Bewertung unseres Clubs. Wir freuen uns sehr dass Ihnen unsere Einrichtungen so großartig gefallen hat. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Kontaktnummer zur Verfügung : 030 890 6888 68. Mit freundlichen Grüßen Ihr Aspria Team
Matthias Carli,Mega,https://goo.gl/maps/xifeQPAbJDgb7oT27,5,vor 3 Jahren,True,Lieber Matthias wir danken Ihnen für die hervorragende Bewertung unseres Clubs. Wir freuen uns sehr dass Ihnen unsere Einrichtungen so großartig gefallen haben. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Kontaktnummer/ Email zur Verfügung : +49 30 8906888 0/ berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Piero Ingarao,,https://goo.gl/maps/9gR66jKFZGk7wMyT6,1,vor 2 Jahren,False,
N4<8;0 24>=8=0,(Übersetzt von Google) keine Rampe (Original) 5B ?0=4CA0,https://goo.gl/maps/id95zdUiRhEDiSjQ6,2,vor 4 Jahren,False,
Shankho Mukherjee,,https://goo.gl/maps/v4NzqqYGKsoiwNdf6,3,vor 2 Jahren,False,
Büroeinrichtung Stock,,https://goo.gl/maps/BakEFdSXdfhj5aM46,5,vor 2 Jahren,False,
enrico martin,,https://goo.gl/maps/kU1nF7ipFy2yWBPw7,1,vor 2 Jahren,False,
Max Lembke,Great Place. (Übersetzt von Google) Guter Platz.,https://goo.gl/maps/A8Rtg7jLJkyCinkS8,4,vor 6 Jahren,False,
elika khajehamiri,a place to be  (Übersetzt von Google) ein Ort zu sein &,https://goo.gl/maps/ctnYeStnYTpanRL98,5,vor 4 Jahren,False,
Azara By Nasif,,https://goo.gl/maps/QRJsuGaD4wv78ZGy9,2,vor 2 Jahren,False,
Michael Kmp,,https://goo.gl/maps/GLCbSw5wiTjo23QS6,4,vor 2 Jahren,False,
Harald Bröckelt,,https://goo.gl/maps/TUG7AkpAL2485TKe9,5,vor 3 Jahren,False,
Matthias Bialkowski,,https://goo.gl/maps/PtJ1hA1Xzh6eZEi46,4,vor 3 Jahren,True,Lieber Matthias vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Kontaktnummer/ Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Charlotte Kern,,https://goo.gl/maps/zdWmXFEhn1aYR3Ha7,4,vor einem Jahr,True,Und an dem einen Sternchen arbeiten wir - jeden Tag aufs Neue. Freuen uns auf ein Wiedersehen bis dahin Sandra Schmalzried General Manager Aspria Berlin
max puttkamer,,https://goo.gl/maps/3MhQfhji7Un7tf8b6,5,vor 5 Jahren,False,
Marcel Rieger,,https://goo.gl/maps/m87AmexMyeD9Jchv7,4,vor 4 Jahren,False,
Timur Kirimtay,,https://goo.gl/maps/ZF5mp547pEz6WkLx9,2,vor 5 Jahren,False,
Oliver Schlör,,https://goo.gl/maps/PtV9og6w7dBtjhto9,5,vor 3 Jahren,True,Lieber Oliver vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Kontaktnummer/ Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Hanna Bielecki,,https://goo.gl/maps/7TQuf598B2K6Ue349,4,vor 3 Jahren,False,
 `,,https://goo.gl/maps/wHprNhHNjHk3gmwBA,4,vor 3 Jahren,True,Lieber  ` vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Ariel Turczyn,,https://goo.gl/maps/pkpLLrAs4ERtnPAG7,4,vor 4 Jahren,False,
Ca H,,https://goo.gl/maps/gwgfvqDeoArcr8nt9,4,vor 3 Jahren,True,Liebe/r Ca H vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbesseren könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Kontaktnummer/ Email mit uns teilen : +49 30 8906888 0/ berlin_mail aspria.de. Herzlich Grüße Ihr Aspria Team
Evgenii Ulashchenko,,https://goo.gl/maps/8J4ywUEJ2JSLkpjR6,4,vor 3 Jahren,True,Lieber Eugene vielen Dank für ihre positive Bewertung unseres Clubs (Club). Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Kontaktnummer/ Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
cos Im,,https://goo.gl/maps/P2jUY1qvQeXdcfPJ7,5,vor einem Jahr,False,
Maxi Dürrhauer,,https://goo.gl/maps/c5dyqX9ofRRmn2DV7,5,vor 4 Jahren,False,
DP Stern,,https://goo.gl/maps/MFnvz9C5NFkabciW9,4,vor 5 Jahren,False,
Ümmühan Ok,,https://goo.gl/maps/GS6tnzAKfDJQrCTy6,2,vor 4 Jahren,False,
Justice Beyond,,https://goo.gl/maps/6J4PbPqosyjvr9vWA,2,vor 5 Jahren,False,
Eve Zgirvach,,https://goo.gl/maps/MeEqkvkXHcpJgj7y6,5,vor 2 Jahren,False,
Elena Matuschinski,,https://goo.gl/maps/GJUNcZ8pCCNxnxdX6,4,vor 3 Jahren,False,
Jan Hanna,,https://goo.gl/maps/RfH6n31YRZUwA98TA,4,vor 3 Jahren,True,Sehr geehrter Jan Hanna wir danken ihnen herzlichst für die hervorragende Bewertung unseres Clubs. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Kontaktnummer/ Email zur Verfügung : +49 30 8906888 0/ berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
xille82,,https://goo.gl/maps/SrzULEdvv8geDn2Z6,5,vor 3 Monaten,True,This 5 star feedback is highly welcomed. Herzlichen Dank Sandra Schmalzried General Manager
S J P,,https://goo.gl/maps/7jJafeBrQD9ARzw76,5,vor 3 Jahren,True,Lieber S.J.P wir danken Ihnen für die hervorragende Bewertung unseres Clubs. Wir freuen uns sehr dass Ihnen unsere Einrichtungen so großartig gefallen hat. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Kontaktnummer zur Verfügung : 030 890 6888 68. Mit freundlichen Grüßen Ihr Aspria Team
Natasa Bübchen,,https://goo.gl/maps/wbZeziQht4QUc7oh8,4,vor 3 Jahren,False,
weeky,,https://goo.gl/maps/kLe6FuN2EoyfHcY69,5,vor 3 Jahren,True,Lieber Ray wir danken ihnen herzlichst für die hervorragende Bewertung unseres Clubs. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Email zur Verfügung : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
StoKi,,https://goo.gl/maps/2RiuCj3KR859CTf18,4,vor 6 Monaten,True,Hurra es bedeutet uns viel dass du dir die Zeit nimmst. Vielen Dank für wundervolle 4 Sterne. Sandra Schmalzried General Manager Aspria Berlin
Ana Paradeda,,https://goo.gl/maps/WPhyTK1vKJELi5ZZ8,5,vor 4 Jahren,False,
Oliver Jenni,,https://goo.gl/maps/W17ayZ3K9bzzibBM6,5,vor 2 Jahren,False,
H. B.,,https://goo.gl/maps/6T4oZaFwUSJ5kTnE9,5,vor 4 Jahren,False,
Markus Schummert,,https://goo.gl/maps/i4Xkfm18Uy3Qoq3E8,4,vor 5 Jahren,False,
Valentina ili,,https://goo.gl/maps/JxStPXVAUP9a87C8A,5,vor 3 Jahren,True,Liebe Valentina wir danken ihnen herzlichst für die hervorragende Bewertung unseres Clubs. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Email zur Verfügung: berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Sebastian Becker,,https://goo.gl/maps/e5RdLAP6d5wA97ts6,1,vor einem Jahr,True,Lieber Sebastian Becker vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Lap P,,https://goo.gl/maps/kvKR8nvksarWqcFt7,5,vor 3 Jahren,False,
Isabella Pinto,,https://goo.gl/maps/e9hoVqqEbDbsRxpK8,5,vor 5 Jahren,False,
Rasenx 68,,https://goo.gl/maps/dpM9zTzrbF19rkrU8,5,vor 3 Jahren,True,Liebe Rasenx68 vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Kontaktnummer/ Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Christophe Pottier,,https://goo.gl/maps/VB3jgV9WK4UiVHLc9,5,vor 4 Jahren,False,
Philipp W. Lichtenthaler,,https://goo.gl/maps/oXc5BuhHk14aE3W87,5,vor 4 Monaten,True,Ein mega Dankeschön für deine Zeit und dieses Feedback zu geben. Herzliche Grüße Sandra Schmalzried General Manager Aspria Berlin
Emre Ozmeral,,https://goo.gl/maps/X7QSAK9tf8PSUYoK9,3,vor 10 Monaten,False,
Thomas Schmitt,,https://goo.gl/maps/jyFF14yAed6WNueA9,5,vor 8 Monaten,False,
Hussni Al yaghshi,,https://goo.gl/maps/hx9thFg1sz9dtfwp6,1,vor 7 Monaten,True,Das tut mir leid an diesem Tag scheinen wir nicht wirklich überzeugt zu haben. Gerne prüfe ich unsere Chancen das verpasste gut zu machen. Freuen uns über Ihre Details zu Ihrem Feedback an aspria_berlin aspria.de Mit einem herzlichen Gruß Sandra Schmalzried General Manager Aspria Berlin
St. Schulze,,https://goo.gl/maps/LN6xZ24Fxpy2qxeu5,5,vor 4 Jahren,False,
Melissa Eser,,https://goo.gl/maps/4WWvbPaK69e8Pmje6,5,vor 4 Jahren,False,
Ivona Milenkovic,,https://goo.gl/maps/YbznfyL2wafG7m9b8,5,vor 3 Jahren,True,Liebe Ivona wir danken ihnen herzlichst für die hervorragende Bewertung unseres Clubs. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Email zur Verfügung : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Cynthia Scheuer,,https://goo.gl/maps/ZAEkkeDJGCNfLaLz7,4,vor 3 Jahren,True,Liebe Cynthia Scheuer vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Kontaktnummer/ Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Benjamin Tuapí Thannesberger,,https://goo.gl/maps/82hjtjrQRmpHuuPu9,1,vor 5 Jahren,False,
Julian Schütman,,https://goo.gl/maps/fiipsvCsBoPC6tjz6,5,vor 4 Jahren,False,
H Havic,,https://goo.gl/maps/4qnwxphGQ35DmoQTA,5,vor 5 Jahren,False,
Bettina Papadakis,,https://goo.gl/maps/uF5mnRvSK6CwhVgu7,3,vor 4 Jahren,False,
Simon Lambeck,,https://goo.gl/maps/nzjoNwVntEZyvPrX9,5,vor 3 Jahren,True,Lieber Simon wir danken Ihnen für die hervorragende Bewertung unseres Clubs. Wir freuen uns sehr dass Ihnen unsere Einrichtungen so großartig gefallen hat. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Kontaktnummer zur Verfügung : 030 890 6888 68. Mit freundlichen Grüßen Ihr Aspria Team
Manuela Korb,,https://goo.gl/maps/NMSm9FgMYWbH5nkq6,5,vor 4 Jahren,False,
Dennis Tidwell,,https://goo.gl/maps/Q6b2SMB3nR2wAXuXA,4,vor 3 Jahren,True,Lieber Dennis vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Christian Nawroth,,https://goo.gl/maps/tFUMBTFW3XYQtN266,5,vor 2 Jahren,True,Danke lieber Christian
Carolin Eckhardt,,https://goo.gl/maps/RbJZoaezKaGk4RKS9,5,vor 4 Jahren,False,
Humbert Humbert,,https://goo.gl/maps/pf7L3U4TMhH6W9GfA,5,vor 3 Jahren,True,Lieber Humbert wir danken ihnen herzlichst für die hervorragende Bewertung unseres Clubs. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Email zur Verfügung: berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Lukas Thiele,,https://goo.gl/maps/bQo1BuDcFpC55MP7A,4,vor 2 Jahren,False,
Izka janas,,https://goo.gl/maps/VT6moYXRdkyoyTff7,5,vor 3 Jahren,True,Sehr geehrter Herr Izka Janas wir danken ihnen herzlichst für die hervorragende Bewertung unseres Clubs. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Kontaktnummer/ Email zur Verfügung : +49 30 8906888 0/ berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Oliver Lorenz,,https://goo.gl/maps/6PcfsrQhVmHJHqSb9,4,vor 5 Jahren,False,
Josef Vogl,,https://goo.gl/maps/Hr6MzsmYCEYtRTHAA,5,vor 2 Jahren,False,
Patrice Münzinger,,https://goo.gl/maps/4smeWdYN8JAaTfvC9,3,vor 2 Monaten,True,Vielen Dank für die Zeit und wir arbeiten gerne daran dass es beim nächsten Besuch minimum 4 Sterne wert ist. Bis bald Sandra Schmalzried General Manager Aspria Berlin
Bingo Manning,,https://goo.gl/maps/n2ifLvJNthGF4Zzz9,4,vor 4 Jahren,False,
Piotr Fedtke,,https://goo.gl/maps/qYFRin9g6VAhoTtK6,5,vor 4 Jahren,False,
Finn B,,https://goo.gl/maps/wiyLsbLKMrDVyWFM9,5,vor 3 Jahren,True,Lieber Alpha Trix wir danken ihnen herzlichst für die hervorragende Bewertung unseres Clubs. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Email zur Verfügung: berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Jimmy Assef,,https://goo.gl/maps/rjQz83hJQoxpFGvt7,3,vor 3 Jahren,False,
Dayana Born,,https://goo.gl/maps/GbnU75peFjNiAENcA,4,vor 7 Monaten,True,Danke für dein tolles Feedback&da ist noch Luft nach oben und wir arbeiten dran PPPPP Sandra Schmalzried General Manager Aspria Berlin
Marcel Schoepke,,https://goo.gl/maps/J1GAec4xGyz3F6W7A,4,vor 3 Jahren,True,Lieber Marcel vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Kontaktnummer/ Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Nina Tiegs,,https://goo.gl/maps/aykRfBajaUTv8VUN7,5,vor 9 Monaten,False,
Lennart Bösch,,https://goo.gl/maps/PPesxLLEysMsyiS88,4,vor 3 Jahren,True,Lieber Lennart Bösch vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Kontaktnummer mit uns teilen : 030 890 6888 68. Mit freundlichen Grüßen Ihr Aspria Team
Stefan Aeschlimann,,https://goo.gl/maps/cFjc9LKaQJn5viBL8,5,vor 9 Jahren,False,
cristian bulbas,,https://goo.gl/maps/xhXWFyNAErpnaTjg6,5,vor einem Jahr,False,
Jörg Wirtgen,,https://goo.gl/maps/rnYYZsBwiToosia88,4,vor 8 Jahren,False,
